VISIT_DATE,CONSTRUCTION_NO,STATE_CODE,STATE_CODE_EXP,VISIT_NO,SHRP_ID,MRI
1994-07-08,1,35,New Mexico,35111204,1112,0.8149999976158142
1995-06-20,1,35,New Mexico,35111208,1112,0.824999988079071
1995-04-18,1,35,New Mexico,35111207,1112,0.8510000109672546
1995-04-18,1,35,New Mexico,35111207,1112,0.8399999737739563
1991-11-20,1,35,New Mexico,35102202,1022,0.7459999918937683
1995-06-20,1,35,New Mexico,35111208,1112,0.8220000267028809
1993-12-02,1,35,New Mexico,35102203,1022,0.7789999842643738
1990-10-16,1,35,New Mexico,35200601,2006,1.4160000085830688
1994-10-14,1,35,New Mexico,35111205,1112,0.8529999852180481
1994-10-14,1,35,New Mexico,35111205,1112,0.8690000176429749
1995-05-11,1,35,New Mexico,35102204,1022,0.7760000228881836
1992-11-17,1,35,New Mexico,35111203,1112,0.7889999747276306
1990-10-16,1,35,New Mexico,35102201,1022,0.6830000281333923
1997-05-21,1,35,New Mexico,35102205,1022,0.8519999980926514
1995-01-10,1,35,New Mexico,35111206,1112,0.8550000190734863
1995-01-10,1,35,New Mexico,35111206,1112,0.8489999771118164
1990-10-18,1,35,New Mexico,35111201,1112,0.7419999837875366
1992-11-17,1,35,New Mexico,35111203,1112,0.7940000295639038
1990-10-16,1,35,New Mexico,35200601,2006,1.409999966621399
1990-10-16,1,35,New Mexico,35200601,2006,1.409999966621399
1991-02-19,1,35,New Mexico,35111202,1112,0.7480000257492065
1990-10-18,1,35,New Mexico,35111201,1112,0.7950000166893005
1991-11-20,1,35,New Mexico,35102202,1022,0.7279999852180481
1995-05-11,1,35,New Mexico,35102204,1022,0.7749999761581421
1994-07-08,1,35,New Mexico,35111204,1112,0.8330000042915344
1995-06-20,1,35,New Mexico,35111208,1112,0.800000011920929
1991-11-20,1,35,New Mexico,35200602,2006,1.3650000095367432
1991-11-20,1,35,New Mexico,35102202,1022,0.7379999756813049
1993-12-02,1,35,New Mexico,35102203,1022,0.765999972820282
1991-11-20,1,35,New Mexico,35200602,2006,1.4119999408721924
1991-02-19,1,35,New Mexico,35111202,1112,0.7450000047683716
1993-12-02,1,35,New Mexico,35102203,1022,0.7599999904632568
1991-11-20,1,35,New Mexico,35200602,2006,1.4520000219345093
1990-10-16,1,35,New Mexico,35102201,1022,0.671999990940094
1990-10-18,1,35,New Mexico,35111201,1112,0.7829999923706055
1991-11-20,1,35,New Mexico,35200602,2006,1.4709999561309814
1991-11-20,1,35,New Mexico,35102202,1022,0.7300000190734863
1995-01-10,1,35,New Mexico,35111206,1112,0.8759999871253967
1990-10-16,1,35,New Mexico,35102201,1022,0.6880000233650208
1991-02-19,1,35,New Mexico,35111202,1112,0.7609999775886536
1994-07-08,1,35,New Mexico,35111204,1112,0.8190000057220459
1992-11-17,1,35,New Mexico,35111203,1112,0.7860000133514404
1995-06-20,1,35,New Mexico,35111208,1112,0.8100000023841858
1994-07-08,1,35,New Mexico,35111204,1112,0.8339999914169312
1995-05-11,1,35,New Mexico,35102204,1022,0.800000011920929
1991-11-20,1,35,New Mexico,35200602,2006,1.472000002861023
1997-05-21,1,35,New Mexico,35102205,1022,0.8379999995231628
1993-12-02,1,35,New Mexico,35102203,1022,0.7649999856948853
1995-05-11,1,35,New Mexico,35102204,1022,0.7839999794960022
1990-10-16,1,35,New Mexico,35200601,2006,1.4040000438690186
1994-10-14,1,35,New Mexico,35111205,1112,0.843999981880188
1990-10-18,1,35,New Mexico,35111201,1112,0.7879999876022339
1995-04-18,1,35,New Mexico,35111207,1112,0.8330000042915344
1994-07-08,1,35,New Mexico,35111204,1112,0.8399999737739563
1992-11-17,1,35,New Mexico,35111203,1112,0.7850000262260437
1995-04-18,1,35,New Mexico,35111207,1112,0.8370000123977661
1991-02-19,1,35,New Mexico,35111202,1112,0.7649999856948853
1995-01-10,1,35,New Mexico,35111206,1112,0.8569999933242798
2003-02-24,1,35,New Mexico,35111222,1112,0.9769999980926514
2001-10-01,1,35,New Mexico,35111218,1112,0.8640000224113464
2001-10-01,1,35,New Mexico,35111218,1112,0.8529999852180481
2001-05-04,1,35,New Mexico,35111216,1112,0.8809999823570251
2002-10-02,1,35,New Mexico,35111220,1112,0.9259999990463257
2004-06-07,1,35,New Mexico,35111223,1112,1.1959999799728394
2001-07-19,1,35,New Mexico,35111217,1112,0.875
2001-07-19,1,35,New Mexico,35111217,1112,0.8820000290870667
2001-02-05,1,35,New Mexico,35111215,1112,0.8619999885559082
2002-10-02,1,35,New Mexico,35111220,1112,0.9470000267028809
2004-06-07,1,35,New Mexico,35111223,1112,1.2089999914169312
2001-02-05,1,35,New Mexico,35111215,1112,0.8650000095367432
2003-02-24,1,35,New Mexico,35111222,1112,0.9950000047683716
2003-02-24,1,35,New Mexico,35111222,1112,0.9810000061988831
2003-01-08,1,35,New Mexico,35111221,1112,0.9929999709129333
2002-10-02,1,35,New Mexico,35111220,1112,0.8949999809265137
2002-10-02,1,35,New Mexico,35111220,1112,0.9110000133514404
2004-06-07,1,35,New Mexico,35111223,1112,1.1540000438690186
2001-10-01,1,35,New Mexico,35111218,1112,0.843999981880188
2001-07-19,1,35,New Mexico,35111217,1112,0.8880000114440918
2003-02-24,1,35,New Mexico,35111222,1112,1.027999997138977
2002-02-08,1,35,New Mexico,35111219,1112,0.902999997138977
2001-05-04,1,35,New Mexico,35111216,1112,0.8930000066757202
2003-01-08,1,35,New Mexico,35111221,1112,0.9950000047683716
2002-10-02,1,35,New Mexico,35111220,1112,0.9449999928474426
2001-02-05,1,35,New Mexico,35111215,1112,0.847000002861023
2001-07-19,1,35,New Mexico,35111217,1112,0.8600000143051147
2001-02-05,1,35,New Mexico,35111215,1112,0.8759999871253967
1995-04-18,1,35,New Mexico,35111207,1112,0.8159999847412109
1997-10-08,1,35,New Mexico,35111212,1112,0.859000027179718
1997-04-04,1,35,New Mexico,35111210,1112,0.8809999823570251
1997-01-15,1,35,New Mexico,35111209,1112,0.8040000200271606
1997-10-08,1,35,New Mexico,35111212,1112,0.8709999918937683
1997-05-21,1,35,New Mexico,35102205,1022,0.8420000076293945
1997-04-04,1,35,New Mexico,35111210,1112,0.902999997138977
1997-01-15,1,35,New Mexico,35111209,1112,0.8230000138282776
1997-08-25,1,35,New Mexico,35111211,1112,0.9300000071525574
1997-04-04,1,35,New Mexico,35111210,1112,0.8970000147819519
1997-01-15,1,35,New Mexico,35111209,1112,0.8339999914169312
1997-08-25,1,35,New Mexico,35111211,1112,0.9129999876022339
1999-03-09,1,35,New Mexico,35102206,1022,0.8389999866485596
1997-08-25,1,35,New Mexico,35111211,1112,0.9459999799728394
1997-08-25,1,35,New Mexico,35111211,1112,0.8920000195503235
1997-05-21,1,35,New Mexico,35102205,1022,0.8410000205039978
1997-04-04,1,35,New Mexico,35111210,1112,0.8700000047683716
1997-10-08,1,35,New Mexico,35111212,1112,0.8759999871253967
1997-10-08,1,35,New Mexico,35111212,1112,0.8820000290870667
2000-06-02,1,35,New Mexico,35111213,1112,0.8019999861717224
1999-03-09,1,35,New Mexico,35102206,1022,0.7940000295639038
1997-01-15,1,35,New Mexico,35111209,1112,0.8220000267028809
2002-02-08,1,35,New Mexico,35111219,1112,0.8569999933242798
2002-02-08,1,35,New Mexico,35111219,1112,0.9490000009536743
2002-02-08,1,35,New Mexico,35111219,1112,0.8849999904632568
2003-02-24,1,35,New Mexico,35111222,1112,1.0180000066757202
2003-01-08,1,35,New Mexico,35111221,1112,1.0329999923706055
2001-10-01,1,35,New Mexico,35111218,1112,0.8769999742507935
2001-10-01,1,35,New Mexico,35111218,1112,0.8690000176429749
2002-02-08,1,35,New Mexico,35111219,1112,0.9390000104904175
2000-10-19,1,35,New Mexico,35111214,1112,0.8579999804496765
1999-03-09,1,35,New Mexico,35102206,1022,0.8259999752044678
1997-08-25,1,35,New Mexico,35111211,1112,0.9440000057220459
2000-06-02,1,35,New Mexico,35111213,1112,0.8119999766349792
1999-03-09,1,35,New Mexico,35102206,1022,0.8510000109672546
2000-10-19,1,35,New Mexico,35111214,1112,0.8510000109672546
2000-10-19,1,35,New Mexico,35111214,1112,0.8460000157356262
1999-03-09,1,35,New Mexico,35102206,1022,0.8029999732971191
1997-10-08,1,35,New Mexico,35111212,1112,0.8820000290870667
1997-01-15,1,35,New Mexico,35111209,1112,0.8159999847412109
1997-04-04,1,35,New Mexico,35111210,1112,0.8830000162124634
1997-05-21,1,35,New Mexico,35102205,1022,0.8659999966621399
2000-06-02,1,35,New Mexico,35111213,1112,0.8410000205039978
2000-10-19,1,35,New Mexico,35111214,1112,0.8560000061988831
2003-01-08,1,35,New Mexico,35111221,1112,1.0049999952316284
2003-01-08,1,35,New Mexico,35111221,1112,1.0329999923706055
2000-06-02,1,35,New Mexico,35111213,1112,0.8270000219345093
2000-06-02,1,35,New Mexico,35111213,1112,0.8140000104904175
2000-10-19,1,35,New Mexico,35111214,1112,0.8640000224113464
2001-05-04,1,35,New Mexico,35111216,1112,0.8859999775886536
2001-02-05,1,35,New Mexico,35111215,1112,0.8579999804496765
2001-05-04,1,35,New Mexico,35111216,1112,0.8669999837875366
2001-07-19,1,35,New Mexico,35111217,1112,0.8799999952316284
2001-05-04,1,35,New Mexico,35111216,1112,0.8730000257492065
2004-06-07,1,35,New Mexico,35111223,1112,1.1920000314712524
2004-06-07,1,35,New Mexico,35111223,1112,1.1660000085830688
1999-12-14,1,37,North Carolina,37103011,1030,1.1749999523162842
1999-12-14,1,37,North Carolina,37103011,1030,1.1779999732971191
1999-12-14,1,37,North Carolina,37103011,1030,1.1490000486373901
1999-12-14,1,37,North Carolina,37103011,1030,1.1820000410079956
1990-01-30,1,37,North Carolina,37103002,1030,1.0789999961853027
1995-12-15,1,37,North Carolina,37103008,1030,1.159000039100647
1990-01-30,1,37,North Carolina,37103002,1030,1.1139999628067017
1994-12-17,1,37,North Carolina,37103007,1030,1.1150000095367432
1994-12-17,1,37,North Carolina,37103007,1030,1.1030000448226929
1992-06-03,1,37,North Carolina,37103005,1030,1.00600004196167
1990-12-09,1,37,North Carolina,37103003,1030,1.1100000143051147
1990-01-30,1,37,North Carolina,37103002,1030,1.0950000286102295
1992-06-03,1,37,North Carolina,37103005,1030,1.0149999856948853
1995-12-15,1,37,North Carolina,37103008,1030,1.1330000162124634
1989-12-11,1,37,North Carolina,37103001,1030,1.0449999570846558
1991-03-08,1,37,North Carolina,37103004,1030,1.1059999465942383
1993-04-21,1,37,North Carolina,37103006,1030,1.069000005722046
1994-12-17,1,37,North Carolina,37103007,1030,1.1019999980926514
1990-12-09,1,37,North Carolina,37103003,1030,1.1260000467300415
1990-12-09,1,37,North Carolina,37103003,1030,1.090999960899353
1989-12-11,1,37,North Carolina,37103001,1030,1.0679999589920044
1995-12-15,1,37,North Carolina,37103008,1030,1.1610000133514404
1999-12-14,1,37,North Carolina,37103011,1030,1.1649999618530273
1992-06-03,1,37,North Carolina,37103005,1030,0.9739999771118164
1989-12-11,1,37,North Carolina,37103001,1030,1.0490000247955322
1995-12-15,1,37,North Carolina,37103008,1030,1.159000039100647
1992-06-03,1,37,North Carolina,37103005,1030,1.0
1990-12-09,1,37,North Carolina,37103003,1030,1.1180000305175781
1991-03-08,1,37,North Carolina,37103004,1030,1.0880000591278076
1993-04-21,1,37,North Carolina,37103006,1030,1.0700000524520874
1993-04-21,1,37,North Carolina,37103006,1030,1.0410000085830688
1993-04-21,1,37,North Carolina,37103006,1030,1.0640000104904175
1991-03-08,1,37,North Carolina,37103004,1030,1.1200000047683716
1991-03-08,1,37,North Carolina,37103004,1030,1.0950000286102295
1990-01-30,1,37,North Carolina,37103002,1030,1.0800000429153442
1994-12-17,1,37,North Carolina,37103007,1030,1.1169999837875366
1989-12-11,1,37,North Carolina,37103001,1030,1.0499999523162842
1990-01-30,1,37,North Carolina,37103002,1030,1.097000002861023
1990-12-09,1,37,North Carolina,37103003,1030,1.1180000305175781
1991-03-08,1,37,North Carolina,37103004,1030,1.1119999885559082
1992-06-03,1,37,North Carolina,37103005,1030,1.003000020980835
1993-04-21,1,37,North Carolina,37103006,1030,1.0679999589920044
1994-12-17,1,37,North Carolina,37103007,1030,1.1050000190734863
1995-12-15,1,37,North Carolina,37103008,1030,1.1610000133514404
1989-12-11,1,37,North Carolina,37103001,1030,1.0119999647140503
1997-10-01,1,37,North Carolina,37103009,1030,1.1629999876022339
1997-10-01,1,37,North Carolina,37103009,1030,1.190999984741211
1997-10-01,1,37,North Carolina,37103009,1030,1.1979999542236328
1997-10-01,1,37,North Carolina,37103009,1030,1.1770000457763672
1997-10-01,1,37,North Carolina,37103009,1030,1.2070000171661377
2000-08-31,1,37,North Carolina,37103012,1030,1.125
1998-07-26,1,37,North Carolina,37103010,1030,1.152999997138977
1998-07-26,1,37,North Carolina,37103010,1030,1.187000036239624
2000-08-31,1,37,North Carolina,37103012,1030,1.1480000019073486
2000-08-31,1,37,North Carolina,37103012,1030,1.1640000343322754
1998-07-26,1,37,North Carolina,37103010,1030,1.1640000343322754
1998-07-26,1,37,North Carolina,37103010,1030,1.1579999923706055
1998-07-26,1,37,North Carolina,37103010,1030,1.156000018119812
2000-08-31,1,37,North Carolina,37103012,1030,1.1430000066757202
2000-08-31,1,37,North Carolina,37103012,1030,1.1699999570846558
1990-09-06,1,40,Oklahoma,40101501,1015,1.5110000371932983
1991-08-27,1,40,Oklahoma,40416502,4165,2.069000005722046
1993-09-21,1,40,Oklahoma,40416503,4165,2.009999990463257
1991-08-27,1,40,Oklahoma,40416502,4165,2.0789999961853027
1994-04-19,1,40,Oklahoma,40416504,4165,2.0369999408721924
1995-01-12,1,40,Oklahoma,40416507,4165,1.9529999494552612
1993-03-23,1,40,Oklahoma,40101503,1015,1.6050000190734863
1995-01-12,1,40,Oklahoma,40416507,4165,1.9459999799728394
1994-10-18,1,40,Oklahoma,40416506,4165,2.007999897003174
1995-06-21,1,40,Oklahoma,40416509,4165,1.9919999837875366
1994-10-18,1,40,Oklahoma,40416506,4165,1.9839999675750732
1994-07-11,1,40,Oklahoma,40416505,4165,2.0290000438690186
1995-01-12,1,40,Oklahoma,40416507,4165,1.937000036239624
1995-04-14,1,40,Oklahoma,40416508,4165,1.965000033378601
1993-09-21,1,40,Oklahoma,40416503,4165,2.007999897003174
1994-04-19,1,40,Oklahoma,40416504,4165,2.072000026702881
1993-03-23,1,40,Oklahoma,40101503,1015,1.6019999980926514
1990-10-02,1,40,Oklahoma,40416501,4165,2.006999969482422
1991-08-30,1,40,Oklahoma,40101702,1017,1.5219999551773071
1993-09-16,1,40,Oklahoma,40101703,1017,1.5540000200271606
1991-01-25,1,40,Oklahoma,40101701,1017,1.3450000286102295
1994-07-11,1,40,Oklahoma,40416505,4165,2.0490000247955322
1991-08-30,1,40,Oklahoma,40101702,1017,1.5019999742507935
1995-04-04,1,40,Oklahoma,40101704,1017,1.5460000038146973
1993-09-21,1,40,Oklahoma,40416503,4165,2.0260000228881836
1995-06-21,1,40,Oklahoma,40416509,4165,2.000999927520752
1994-04-19,1,40,Oklahoma,40416504,4165,2.0769999027252197
1995-01-12,1,40,Oklahoma,40416507,4165,1.968000054359436
1990-09-06,1,40,Oklahoma,40101501,1015,1.5149999856948853
1993-09-16,1,40,Oklahoma,40101703,1017,1.5729999542236328
1995-03-31,1,40,Oklahoma,40101504,1015,1.4470000267028809
1991-01-25,1,40,Oklahoma,40101701,1017,1.3450000286102295
1991-01-25,1,40,Oklahoma,40101701,1017,1.3949999809265137
1991-01-11,1,40,Oklahoma,40101502,1015,1.5889999866485596
1995-01-12,1,40,Oklahoma,40416507,4165,1.9639999866485596
1991-08-27,1,40,Oklahoma,40416502,4165,2.065999984741211
1994-04-19,1,40,Oklahoma,40416504,4165,1.9889999628067017
1995-04-14,1,40,Oklahoma,40416508,4165,1.9930000305175781
1990-10-02,1,40,Oklahoma,40416501,4165,2.0139999389648438
1991-08-30,1,40,Oklahoma,40101702,1017,1.4869999885559082
1994-07-11,1,40,Oklahoma,40416505,4165,2.0429999828338623
1991-08-27,1,40,Oklahoma,40416502,4165,2.072000026702881
1994-04-19,1,40,Oklahoma,40416504,4165,2.0880000591278076
1994-07-11,1,40,Oklahoma,40416505,4165,2.0329999923706055
1995-04-04,1,40,Oklahoma,40101704,1017,1.5329999923706055
1993-09-16,1,40,Oklahoma,40101703,1017,1.5700000524520874
1993-03-23,1,40,Oklahoma,40101503,1015,1.569000005722046
1991-08-30,1,40,Oklahoma,40101702,1017,1.4889999628067017
1990-09-06,1,40,Oklahoma,40101501,1015,1.5140000581741333
1991-01-11,1,40,Oklahoma,40101502,1015,1.5950000286102295
1990-09-06,1,40,Oklahoma,40101501,1015,1.5199999809265137
1993-09-16,1,40,Oklahoma,40101703,1017,1.597000002861023
1995-04-04,1,40,Oklahoma,40101704,1017,1.5470000505447388
1994-07-11,1,40,Oklahoma,40416505,4165,2.0339999198913574
1994-10-18,1,40,Oklahoma,40416506,4165,1.996000051498413
1995-04-04,1,40,Oklahoma,40101704,1017,1.5640000104904175
1995-03-31,1,40,Oklahoma,40101504,1015,1.430999994277954
1993-03-23,1,40,Oklahoma,40101503,1015,1.5740000009536743
1991-08-30,1,40,Oklahoma,40101702,1017,1.4859999418258667
1995-04-14,1,40,Oklahoma,40416508,4165,1.9780000448226929
1990-10-02,1,40,Oklahoma,40416501,4165,2.01200008392334
1991-01-25,1,40,Oklahoma,40101701,1017,1.3839999437332153
1995-04-04,1,40,Oklahoma,40101704,1017,1.5859999656677246
1991-01-25,1,40,Oklahoma,40101701,1017,1.3350000381469727
1993-03-23,1,40,Oklahoma,40101503,1015,1.593999981880188
1993-09-16,1,40,Oklahoma,40101703,1017,1.559999942779541
1995-03-31,1,40,Oklahoma,40101504,1015,1.4290000200271606
1993-09-21,1,40,Oklahoma,40416503,4165,1.9830000400543213
1991-08-27,1,40,Oklahoma,40416502,4165,2.1040000915527344
1995-06-21,1,40,Oklahoma,40416509,4165,1.9910000562667847
1994-10-18,1,40,Oklahoma,40416506,4165,1.975000023841858
1990-09-06,1,40,Oklahoma,40101501,1015,1.5089999437332153
1991-01-11,1,40,Oklahoma,40101502,1015,1.597000002861023
1991-01-11,1,40,Oklahoma,40101502,1015,1.5759999752044678
1995-03-31,1,40,Oklahoma,40101504,1015,1.4240000247955322
1990-10-02,1,40,Oklahoma,40416501,4165,2.0350000858306885
1993-09-21,1,40,Oklahoma,40416503,4165,2.000999927520752
1991-01-11,1,40,Oklahoma,40101502,1015,1.562000036239624
1995-03-31,1,40,Oklahoma,40101504,1015,1.5180000066757202
1995-06-21,1,40,Oklahoma,40416509,4165,1.9839999675750732
1995-04-14,1,40,Oklahoma,40416508,4165,1.9880000352859497
1994-10-18,1,40,Oklahoma,40416506,4165,2.002000093460083
1995-04-14,1,40,Oklahoma,40416508,4165,1.9830000400543213
1990-10-02,1,40,Oklahoma,40416501,4165,1.996999979019165
1995-06-21,1,40,Oklahoma,40416509,4165,1.9809999465942383
2003-11-18,1,40,Oklahoma,40416519,4165,2.5339999198913574
2003-03-15,1,40,Oklahoma,40416517,4165,2.3970000743865967
2003-01-14,1,40,Oklahoma,40416516,4165,2.3510000705718994
2003-03-15,1,40,Oklahoma,40416517,4165,2.3359999656677246
2003-03-15,1,40,Oklahoma,40416517,4165,2.427000045776367
2003-11-18,1,40,Oklahoma,40416519,4165,2.575000047683716
2003-11-18,1,40,Oklahoma,40416519,4165,2.5420000553131104
2003-01-14,1,40,Oklahoma,40416516,4165,2.4210000038146973
2003-01-14,1,40,Oklahoma,40416516,4165,2.377000093460083
2003-03-15,1,40,Oklahoma,40416517,4165,2.375
2003-06-12,1,40,Oklahoma,40416518,4165,2.568000078201294
2003-06-12,1,40,Oklahoma,40416518,4165,2.500999927520752
2003-01-14,1,40,Oklahoma,40416516,4165,2.4100000858306885
2003-01-14,1,40,Oklahoma,40416516,4165,2.364000082015991
2003-06-12,1,40,Oklahoma,40416518,4165,2.5199999809265137
2002-02-14,1,40,Oklahoma,40416515,4165,2.11299991607666
2003-06-12,1,40,Oklahoma,40416518,4165,2.549999952316284
2003-03-15,1,40,Oklahoma,40416517,4165,2.4049999713897705
2003-11-18,1,40,Oklahoma,40416519,4165,2.5139999389648438
2002-02-14,1,40,Oklahoma,40416515,4165,2.121000051498413
1997-10-07,1,40,Oklahoma,40416513,4165,2.1080000400543213
1999-11-08,1,40,Oklahoma,40416514,4165,2.0969998836517334
1998-06-23,1,40,Oklahoma,40101505,1015,1.694000005722046
1997-01-13,1,40,Oklahoma,40416510,4165,1.937999963760376
1997-01-13,1,40,Oklahoma,40416510,4165,1.9470000267028809
1997-04-06,1,40,Oklahoma,40416511,4165,1.9170000553131104
1997-08-23,1,40,Oklahoma,40416512,4165,2.1419999599456787
1997-10-07,1,40,Oklahoma,40416513,4165,2.115999937057495
1999-11-08,1,40,Oklahoma,40416514,4165,2.1050000190734863
1997-04-06,1,40,Oklahoma,40416511,4165,1.9329999685287476
1997-08-23,1,40,Oklahoma,40416512,4165,2.134999990463257
1997-10-07,1,40,Oklahoma,40416513,4165,2.138000011444092
1997-04-06,1,40,Oklahoma,40416511,4165,1.9450000524520874
2002-02-14,1,40,Oklahoma,40416515,4165,2.132999897003174
2003-11-18,1,40,Oklahoma,40416519,4165,2.5360000133514404
2003-06-12,1,40,Oklahoma,40416518,4165,2.489000082015991
2002-02-14,1,40,Oklahoma,40416515,4165,2.1500000953674316
1999-11-08,1,40,Oklahoma,40416514,4165,2.066999912261963
1997-08-23,1,40,Oklahoma,40416512,4165,2.1459999084472656
1997-04-06,1,40,Oklahoma,40416511,4165,1.9320000410079956
1997-01-13,1,40,Oklahoma,40416510,4165,1.9279999732971191
1998-06-23,1,40,Oklahoma,40101505,1015,1.6629999876022339
1998-06-23,1,40,Oklahoma,40101505,1015,1.7949999570846558
1997-10-07,1,40,Oklahoma,40416513,4165,2.130000114440918
1997-10-07,1,40,Oklahoma,40416513,4165,2.13100004196167
1999-11-08,1,40,Oklahoma,40416514,4165,2.1050000190734863
1997-08-23,1,40,Oklahoma,40416512,4165,2.134999990463257
1997-01-13,1,40,Oklahoma,40416510,4165,1.9479999542236328
1999-11-08,1,40,Oklahoma,40416514,4165,2.0969998836517334
1997-04-06,1,40,Oklahoma,40416511,4165,1.934999942779541
1998-06-23,1,40,Oklahoma,40101505,1015,1.7489999532699585
1997-01-13,1,40,Oklahoma,40416510,4165,1.968999981880188
1997-08-23,1,40,Oklahoma,40416512,4165,2.140000104904175
1998-06-23,1,40,Oklahoma,40101505,1015,1.7760000228881836
2002-02-14,1,40,Oklahoma,40416515,4165,2.1579999923706055
2005-03-02,1,40,Oklahoma,40416520,4165,2.7679998874664307
2005-03-02,1,40,Oklahoma,40416520,4165,2.7790000438690186
2005-03-02,1,40,Oklahoma,40416520,4165,2.7790000438690186
2005-03-02,1,40,Oklahoma,40416520,4165,2.7929999828338623
2005-03-02,1,40,Oklahoma,40416520,4165,2.7909998893737793
1990-08-02,1,45,South Carolina,45100801,1008,1.430999994277954
1990-08-02,1,45,South Carolina,45100801,1008,1.4129999876022339
1992-05-21,1,45,South Carolina,45100802,1008,1.628999948501587
1990-08-02,1,45,South Carolina,45100801,1008,1.4140000343322754
1992-05-21,1,45,South Carolina,45100802,1008,1.6339999437332153
1990-08-02,1,45,South Carolina,45100801,1008,1.3949999809265137
1992-05-21,1,45,South Carolina,45100802,1008,1.656999945640564
1992-05-21,1,45,South Carolina,45100802,1008,1.6319999694824219
1992-05-21,1,45,South Carolina,45100802,1008,1.6139999628067017
1990-08-02,1,45,South Carolina,45100801,1008,1.4390000104904175
1996-04-30,1,47,Tennessee,47307505,3075,1.8559999465942383
1991-06-17,1,47,Tennessee,47307502,3075,1.8569999933242798
1994-06-09,1,47,Tennessee,47307504,3075,2.0380001068115234
1990-05-16,1,47,Tennessee,47307501,3075,1.8489999771118164
1990-05-16,1,47,Tennessee,47307501,3075,1.8480000495910645
1991-06-17,1,47,Tennessee,47307502,3075,1.8619999885559082
1992-08-27,1,47,Tennessee,47307503,3075,1.7999999523162842
1996-04-30,1,47,Tennessee,47307505,3075,1.8730000257492065
1996-04-30,1,47,Tennessee,47307505,3075,1.8700000047683716
1992-08-27,1,47,Tennessee,47307503,3075,1.7970000505447388
1994-06-09,1,47,Tennessee,47307504,3075,2.065000057220459
1990-05-16,1,47,Tennessee,47307501,3075,1.8630000352859497
1992-08-27,1,47,Tennessee,47307503,3075,1.753000020980835
1996-04-30,1,47,Tennessee,47307505,3075,1.8819999694824219
1991-06-17,1,47,Tennessee,47307502,3075,1.875
1994-06-09,1,47,Tennessee,47307504,3075,2.0490000247955322
1990-05-16,1,47,Tennessee,47307501,3075,1.847000002861023
1991-06-17,1,47,Tennessee,47307502,3075,1.8459999561309814
1994-06-09,1,47,Tennessee,47307504,3075,2.0420000553131104
1994-06-09,1,47,Tennessee,47307504,3075,2.072999954223633
1990-05-16,1,47,Tennessee,47307501,3075,1.843999981880188
1992-08-27,1,47,Tennessee,47307503,3075,1.8029999732971191
1992-08-27,1,47,Tennessee,47307503,3075,1.8009999990463257
1991-06-17,1,47,Tennessee,47307502,3075,1.8530000448226929
1996-04-30,1,47,Tennessee,47307505,3075,1.8600000143051147
2002-03-27,1,47,Tennessee,47307507,3075,1.8559999465942383
2002-03-27,1,47,Tennessee,47307507,3075,1.840999960899353
1999-07-13,1,47,Tennessee,47307506,3075,1.8630000352859497
2002-03-27,1,47,Tennessee,47307507,3075,1.8480000495910645
2002-03-27,1,47,Tennessee,47307507,3075,1.909999966621399
2002-03-27,1,47,Tennessee,47307507,3075,1.8799999952316284
1999-07-13,1,47,Tennessee,47307506,3075,1.8769999742507935
1999-07-13,1,47,Tennessee,47307506,3075,1.871999979019165
1999-07-13,1,47,Tennessee,47307506,3075,1.8660000562667847
1999-07-13,1,47,Tennessee,47307506,3075,1.871000051498413
1990-10-23,1,48,Texas,48360901,3609,2.2960000038146973
1990-10-23,1,48,Texas,48360901,3609,2.3389999866485596
1992-11-04,1,48,Texas,48355903,3559,0.8529999852180481
1994-11-02,1,48,Texas,48355904,3559,1.0859999656677246
1991-11-08,1,48,Texas,48360902,3609,2.36299991607666
1991-03-27,1,48,Texas,48355902,3559,0.875
1990-03-15,1,48,Texas,48355901,3559,0.8529999852180481
1990-03-15,1,48,Texas,48355901,3559,0.8629999756813049
1992-11-04,1,48,Texas,48355903,3559,0.8339999914169312
1994-10-25,1,48,Texas,48106007,1060,1.3980000019073486
1993-05-28,1,48,Texas,48104904,1049,1.2910000085830688
1994-04-22,1,48,Texas,48106005,1060,1.3839999437332153
1995-04-20,1,48,Texas,48106009,1060,1.4420000314712524
1994-10-25,1,48,Texas,48106007,1060,1.409000039100647
1992-11-04,1,48,Texas,48355903,3559,0.8569999933242798
1991-03-27,1,48,Texas,48355902,3559,0.8629999756813049
1994-11-02,1,48,Texas,48355904,3559,1.0829999446868896
1990-03-15,1,48,Texas,48355901,3559,0.8880000114440918
1991-03-27,1,48,Texas,48355902,3559,0.8730000257492065
1991-11-08,1,48,Texas,48360902,3609,2.3440001010894775
1991-04-22,1,48,Texas,48106002,1060,1.2619999647140503
1993-05-28,1,48,Texas,48104903,1049,1.3200000524520874
1995-02-20,1,48,Texas,48104905,1049,1.6039999723434448
1993-07-23,1,48,Texas,48106003,1060,1.3109999895095825
1996-03-15,1,48,Texas,48104906,1049,2.6589999198913574
1993-07-23,1,48,Texas,48106003,1060,1.3229999542236328
1993-07-23,1,48,Texas,48106003,1060,1.2869999408721924
1995-01-19,1,48,Texas,48106008,1060,1.4320000410079956
1994-10-25,1,48,Texas,48106007,1060,1.399999976158142
1990-04-20,1,48,Texas,48104901,1049,1.125
1995-06-27,1,48,Texas,48106010,1060,1.4429999589920044
